Sex	Name	Origin	Meaning	Source
M	Curtis	Shakespearean	'The Taming of the Shrew' A servant to Petruchio.	source1
M	Curtiz	Old French	courtly, courteous	source2
M	Curt	Latin	Short.	source1
M	Curt	Old French	courtly, courteous	source2
M	Curt	Old High German	Words: bold / counsel, advice, advisor	source2
M	Curzio	Old French	courtly, courteous	source2
M	Cus	ArthurianLegend	Name of a king.	source1
M	Cushan	Biblical	Ethiopians, blackness.	source1
M	Cush	Biblical	Ethiopians, blackness.	source1
M	Cushi	Biblical	Ethiopians, blackness.	source1
M	Custenhin	Welsh	Legendary father of Erbin.	source1
M	Custennin	Celtic	Mythical giant.	source1
M	Cuthah	Biblical	Burning.	source1
M	Cuthbeorht	English	Noted splendor.	source1
M	Cuthbert	English	From the Old English 'cuth' meaning famous, and 'beorth' meaning bright.	source1
M	Cuth	Biblical	Burning.	source1
M	Cutler	English	Makes knives.	source1
M	CuUladh	Irish	Hound of Ulster.	source1
M	Cuyler	Irish	Chapel.	source1
M	Cwentun	English	From the queen's estate.	source1
M	Cwrig	Welsh	Master.	source1
M	Cycnus	Greek	Swan.	source1
M	Cyd	English	Variant abbreviation of Sydney, meaning "From St. Denis"	source1
M	Cydney	English	Variant of Sydney. From St. Denis.	source1
M	Cy	English	Master, lord. A diminutive of Cyril or Cyrus.	source1
M	Cy	Greek	Diminutive of Cyril: Lord, lordly. Famous bearer, the 9th-century missionary Saint Cyril, devised the Cyrillic alphabet used in Slavonic languages.	source1
M	Cy	Latin	Diminutive of Cyrus: Sun.	source1
M	Cymbeline	Shakespearean	'Cymbeline'   King of Britain.	source1
M	Cymry	Welsh	From Wales.	source1
M	Cynan	Welsh	Chief.	source1
M	Cynbal	Welsh	Warrior chief.	source1
M	Cynbel	Welsh	Warrior chief.	source1
M	Cynddelw	Welsh	Chief statue.	source1
M	Cyndeyrn	Welsh	Head chief.	source1
M	Cyneleah	English	Lives in the royal meadow.	source1
M	Cyneley	English	Lives in the royal meadow.	source1
M	Cyneric	English	Royal.	source1
M	Cynerik	English	Royal.	source1
M	Cynhard	English	Bold guardian.	source1
M	Cyning	English	Royal.	source1
M	Cynric	English	Royal.	source1
M	Cynrik	English	Royal.	source1
M	Cy	Persian	Diminutive of Cyrus: From the Persian name Kurush, meaning throne. In sixth century BC, King Cyrus the Great founded the Persian empire.	source1
M	Cyprian	Greek	From Cyprus.	source1
M	Cyprian	Latin	from Cypres	source2
M	Cyprian	Latin	From 'Cyprianus ' meaning 'of Cyprus'. Famous bearer, 3rd-century martyr St Cyprian, was Bishop of Carthage.	source1
M	Cyprian	Polish	From Cyprus.	source1
M	Cyprianus	Latin	from Cypres	source2
M	Cyprien	Latin	from Cypres	source2
M	Cyprus	Biblical	Fair, fairness.	source1
M	Cyrano	French	Cyrano de Bergerac was a seventeenth-century soldier and science-fiction writer.	source1
M	Cyrano	Greek	From Cyrene (Greek island).	source1
M	Cyrek	Greek	Lordly.	source1
M	Cyrek	Polish	Lordly.	source1
M	Cyrene	Biblical	A wall, coldness, the floor.	source1
M	Cyrenius	Biblical	Who governs.	source1
M	Cyr	Greek	Lordly.	source1
M	Cyriac	Old Greek	Words: lord	source2
M	Cyriacus	Old Greek	Words: lord	source2
M	Cyril	English	Master; lord.	source1
M	Cyril	Greek	Lord, lordly. Famous bearer, the 9th-century missionary Saint Cyril, devised the Cyrillic alphabet used in Slavonic languages.	source1
M	Cyrille	Greek	Variant of Cyril: Lord.	source1
M	Cyrill	English	Master; lord.	source1
M	Cyrille	Old Greek	Words: lord	source2
M	Cyrill	Greek	Master; lord.	source1
M	Cyrill	Old Greek	Words: lord	source2
M	Cyrillus	Greek	Variant of Cyril: Lord.	source1
M	Cyrillus	Old Greek	Words: lord	source2
M	Cyril	Old Greek	Words: lord	source2
M	Cyrus	Biblical	As miserable; as heir	source1
M	Cyrus	Greek	Enthroned. Cyrus the Great conquered Babylon and founded the Persian Empire.	source1
M	Cyrus	Latin	Sun.	source1
M	Cyrus	Old Persian	Words: lord	source2
M	Cyrus	Persian	From the Persian name Kurush, meaning throne. In sixth century BC, King Cyrus the Great founded the Persian empire.	source1
M	Cyryl	Greek	Lordly.	source1
M	Cyryl	Polish	Lordly.	source1
M	Cystenian	Welsh	Steady; stable.	source1
M	Cystennin	Welsh	Constant.	source1
M	Czar	Russian	Emperor. Variant of Caesar.	source1
M	Czcibor	Polish	Fights with honour.	source1
M	Czeck	Polish	Variant of Czeslaw: Glory and honour.	source1
M	Czesiek	Polish	Variant of Czeslaw: Glory and honour.	source1
M	Czeslaw	Polish	Glory and honour.	source1
M	Daa'im	Muslim	Continual. Listing..	source1
M	Daanaa	Muslim	Variant of Dana: Wise. Intelligent..	source1
M	Daaneesh	Muslim	Variant of Danish: Knowledge. Wisdom..	source1
M	Daan	Hebrew	God is my judge	source2
M	Daanish	Muslim	Variant of Danish: Knowledge. Wisdom..	source1
M	Daa'ood	Muslim	Variant of Daud: The Biblical David is the English language equivalent. A Prophet's name..	source1
M	Dabareh	Biblical	The word, the thing, a bee, obedient.	source1
M	Dabbasheth	Biblical	Flowing with honey.	source1
M	Daberath	Biblical	The word, the thing, a bee, obedient.	source1
M	Dabi	Hebrew	Dearly loved.	source1
M	Dabir	African	Teacher.	source1
M	Dabir	Arabic	Teacher.	source1
M	Dace	English	Of the nobility.	source1
M	Dace	French	Of the nobility.	source1
M	Dace	Gaelic	Diminutive of Dacey: From the south.	source1
M	Dacey	English	Of the nobility.	source1
M	Dacey	French	Of the nobility.	source1
M	Dacey	Gaelic	Southerner.	source1
M	Dacia	Gaelic	Variant of Dacey: From the south.	source1
M	Dacian	English	Of the nobility.	source1
M	Dacian	French	Of the nobility.	source1
M	Dacian	Gaelic	Variant of Dacey: From the south.	source1
M	Dacian	Latin	From Dacia (in Rome).	source1
M	Daciano	Latin	from Dacia	source2
M	Dacio	Latin	from Dacia	source2
M	Dacio	Spanish	From Dacia.	source1
M	Dack	English	Reference to the French town Dax.	source1
M	Dacso	Hungarian	God judges.	source1
M	Dacy	Gaelic	Southerner.	source1
M	Dada	African	Nigerian name meaning 'curly-haired child'.	source1
M	Dadgayadoh	NativeAmerican	Seneca name meaning gambling men.	source1
M	Daedalus	Greek	Killed his nephew.	source1
M	Daegal	Anglo-Saxon	Dweller by the dark stream.	source1
M	Daegal	Scandinavian	Dawn.	source1
M	Daegan	Gaelic	Black-haired.	source1
M	Daegan	Irish	Black-haired.	source1
M	Daeg	Gaelic	Black-haired.	source1
M	Daeg	Irish	Black-haired.	source1
M	Daeg	Scandinavian	Variant of Dag: Day.	source1
M	Daelan	English	Rhyming variant of Waylon - a historical blacksmith with supernatural powers.	source1
M	Dael	English	Lives in the valley.	source1
M	Daemon	Greek	Guardian spirit.	source1
M	Dafydd	Welsh	A Welsh form of the Hebrew name David, meaning beloved or friend.	source1
M	Dagan	Hebrew	Earth; grain. Little fish.	source1
M	Dagen	Gaelic	Black-haired.	source1
M	Dagen	Irish	Black-haired.	source1
M	Dagen	Scandinavian	Variant of Dag: Day.	source1
M	Dagfinnr	Scandinavian	Bright Finn.	source1
M	Dag	Norse	Day.	source1
M	Dagny	Scandinavian	Variant of Dag: Day.	source1
M	Dagoberto	German	Glorious day.	source1
M	Dagobert	Old High German	Words: bright	source2
M	Dagoberto	Old High German	Words: bright	source2
M	Dag	Old Norse	Words: day	source2
M	Dagon	Biblical	Corn, a fish.	source1
M	Dagonet	ArthurianLegend	Arthur's fool.	source1
M	Dagon	Hebrew	Variant of Dagan: Earth; grain. Little fish.	source1
M	Dag	Scandinavian	Day.	source1
M	Daguenet	ArthurianLegend	Arthur's fool.	source1
M	Dagur	Old Norse	Words: day	source2
M	Dagwood	English	Bright wood; from the bright one's forest.	source1
M	Dahy	Irish	Capable; quick and agile.	source1
M	Daibheid	Irish	Dearly loved.	source1
M	Daibhidh	Gaelic	Beloved.	source1
M	Daibhidh	Irish	Beloved.	source1
M	Daibhid	Irish	Variant of Daibhidh: Beloved.	source1
M	Daichi	Japanese	earth, vast land	source2
M	Dai	Japanese	Large; generation.	source1
M	Daiki	Japanese	big tree	source2
M	Daiki	Japanese	large radiance	source2
M	Daileass	Scottish	From the waterfall.	source1
M	Dailey	Irish	Variant of Daly: Gather together.	source1
M	Daimen	Greek	Variant of Damon: Gentle.  To tame. A variant of Damian. In Greek legend Damon was a loyal friend of Pythias. Famous bearer in modern times: American author Damon Runyon.	source1
M	Daimhin	Gaelic	Servant.	source1
M	Daimhin	Irish	Bard.	source1
M	Daimh	Scottish	Ox.	source1
M	Daimon	Greek	Variant of Damon: Gentle.  To tame. A variant of Damian. In Greek legend Damon was a loyal friend of Pythias. Famous bearer in modern times: American author Damon Runyon.	source1
M	Daine	English	Variant of Dane 'from Denmark.'.	source1
M	Daine	French	Surnames meaning 'from Denmark.'.	source1
M	Dain	English	Variant of Dane: Brook.  Also from the surname Dane, meaning 'From Denmark.'.	source1
M	Dain	Norse	A mythical dwarf or from Denmark.	source1
M	Dain	Scandinavian	From Denmark.	source1
M	Daire	Irish	Wealthy.	source1
M	Daire	Old Irish	Words: fruitful, fertile	source2
M	Daisuke	Japanese	big help	source2
M	Daithi	Irish	Beloved or quick and agile.	source1
M	Daith	Irish	Diminutive of Daibhidh: Beloved.	source1
M	Daithi	Unknown	 	source2
M	Daithm	Irish	Variant of Daibhidh: Beloved.	source1
M	Daivat	Hindi	Powerful.	source1
M	Daivik	Hindi	Divine.	source1
M	Dai	Welsh	Shines.  A Welsh diminutive of David, meaning beloved or friend..	source1
M	Dakarai	African	Zimbabwean name meaning 'happiness'.	source1
M	Dakarai	Egyptian	Happy.	source1
M	Dakarai	Ndau	happy	source2
M	Dakari	Ndau	happy	source2
M	Dak-Ho	Korean	Deep lake.	source1
M	Dakila	Tagalog	big, great	source2
M	Dakoda	Dakota	friend	source2
M	Dakota	Dakota	friend	source2
M	Dakotah	Dakota	friend	source2
M	Dakotah	NativeAmerican	Friend; ally. Tribal name.	source1
M	Dakota	NativeAmerican	Friend; ally. Tribal name.	source1
M	Daksha	Indian	Brilliant.	source1
M	Daksh	Hindi	Competent.	source1
M	Dalaiah	Biblical	The poor of the Lord.	source1
M	Dalair	Muslim	Brave. Valiant.	source1
M	Dalal	Hindi	Vendor; salesman.	source1
M	Dalan	Irish	Variant of Dallin 'blind.'.	source1
M	Dalbert	English	Bright one; proud.	source1
M	Dal	Czech	Diminutive of Dalibor: Fighting far away.	source1
M	Daleel	Muslim	Variant of Dalil: Conductor. Guide..	source1
M	Dale	English	Lives in the valley. Surname.	source1
M	Dale	English	Words: dale, valley / dale, valley	source2
M	Dalek	Czech	Variant of Dalibor: Fighting far away.	source1
M	Dalen	English	Rhyming variant of Waylon - a historical blacksmith with supernatural powers.	source1
M	Dal	English	Diminutive of Dale: Lives in a dale/valley.	source1
M	Dale	Teutonic	Dwells in the dale.	source1
M	Daley	English	Lives in the valley.	source1
M	Daley	Irish	Variant of Daly: Gather together.	source1
M	Daley	Unknown	 	source2
M	Dalfon	Hebrew	Raindrop.	source1
M	Dalibor	Czech	Fighting far away.	source1
M	Dalibor	Old Slavic	 	source2
M	Dalil	Muslim	Conductor. Guide..	source1
M	Dal	Irish	Variant of Dallin 'blind.'.	source1
M	Dallan	Irish	Blind.	source1
M	Dallas	Celtic	Dwells by the waterfall.	source1
M	Dallas	Gaelic	Wise.	source1
M	Dallas	Scottish	From the waterfall.	source1
M	Dallas	Scottish	maybe resting place	source2
M	Dalldav	Welsh	Legendary son of Cunyn Cov.	source1
M	Dallen	Irish	Variant of Dallin 'blind.'.	source1
M	Dall	Gaelic	Wise.	source1
M	Dallin	English	Proud.	source1
M	Dallin	English	Words: dale, valley / dale, valley	source2
M	Dallin	Irish	Blind. A saint's name.	source1
M	Dallon	Irish	Variant of Dallin 'blind.'.	source1
M	Dallton	English	Variant of Dalton: Dale town; valley town.	source1
M	Dalmanutha	Biblical	A bucket, a branch.	source1
M	Dalmat	Albanian	Words: sheep	source2
M	Dalmatia	Biblical	Deceitful lamps, vain brightness.	source1
M	Dalmazio	Latin	from Dalmatia	source2
M	Dalon	Irish	Variant of Dallin 'blind.'.	source1
M	Dalphon	Biblical	The house of caves.	source1
M	Dalphon	Hebrew	Variant of Dalfon: Raindrop.	source1
M	Dal	Scottish	Diminutive of David: Beloved or friend, adopted from the Hebrew. David was a common name of Scottish kings in the Middle Ages.	source1
M	Dalston	Anglo-Saxon	From Dougal's place.	source1
M	Dalten	English	Variant of Dalton: Dale town; valley town.	source1
M	Dalton	English	From the farm in the dale.	source1
M	Dalton	Old English	town in the valley	source2
M	Dalvin	Unknown	 	source2
M	Dal	Welsh	Diminutive of David: Beloved or friend, from the Hebrew. Sixth century St David (or Dewi) was patron saint of Wales.	source1
M	Dalwin	English	Variant of Delvin: Friend; good friend.	source1
M	Dalwyn	English	Variant of Delvin: Friend; good friend.	source1
M	Dalyell	Scottish	From the little field.	source1
M	Daly	English	Variant of Dale: Lives in a dale/valley.	source1
M	Daly	Gaelic	Counselor.	source1
M	Daly	Irish	Gather together.	source1
M	Dalyn	English	Rhyming variant of Waylon - a historical blacksmith with supernatural powers.	source1
M	Dalziel	Scottish	From the little field.	source1
M	Damae	Greek	Tame.	source1
M	Daman	Celtic	Demon.	source1
M	Daman	Greek	Variant of Damon: Gentle.  To tame. A variant of Damian. In Greek legend Damon was a loyal friend of Pythias. Famous bearer in modern times: American author Damon Runyon.	source1
M	Daman	Irish	Tame.	source1
M	Damarcus	Unknown	 	source2
M	Damarion	Unknown	 	source2
M	Damario	Spanish	Masculine form of the Greek Damaris 'gentle.'.	source1
M	Damari	Unknown	 	source2
M	Damascus	Biblical	A sack full of blood, the similitude of burning.	source1
M	Damaskenos	Greek	From Damascus.	source1
M	Damaskinos	Greek	From Damascus.	source1
M	Damasko	Greek	Variant of Damaskenos: From Damascus.	source1
M	Damaso	Old Greek	tamer	source2
M	Dámaso	Old Greek	tamer	source2
M	Dâmaso	Old Greek	tamer	source2
M	Damasus	Old Greek	tamer	source2
M	Damek	Czechoslovakian	Of the earth.	source1
M	Damek	Czech	Red earth.	source1
M	Damen	Greek	Variant of Damon: Gentle; to tame.	source1
M	Dameon	Greek	Variant of Damian: Tame.  Saint Damian was the patron saint of hairdressers.	source1
M	Damh	Scottish	Ox.	source1
M	Damian	Greek	To tame, from the Greek name Damianas. Variant of Damon 'one who tames; subdues.'  The Belgian priest Father Damien gave his life helping the Hawaiian lepers of Molokai. 3rd Century St. Damian is patron of physicians.	source1
M	Damiano	Greek	Variant of Damian: Tame.  Saint Damian was the patron saint of hairdressers.	source1
M	Damiano	Italian	Variant of Damon 'one who tames; subdues.' The Belgian priest Father Damien gave his life helping the Hawaiian lepers of Molokai. 3rd Century St. Damian is patron of physicians.	source1
M	Damian	Old Greek	Words: tame, subdue	source2
M	Damián	Old Greek	Words: tame, subdue	source2
M	Damiano	Old Greek	Words: tame, subdue	source2
M	Damian	Spanish	Tame.	source1
M	Damien	French	Variant of Damon 'one who tames; subdues.' The Belgian priest Father Damien gave his life helping the Hawaiian lepers of Molokai. 3rd Century St. Damian is patron of physicians.	source1
M	Damien	Greek	Variant of Damian: Tame.	source1
M	Damien	Old Greek	Words: tame, subdue	source2
M	Damion	Greek	Variant of Damian: Tame.	source1
M	Damion	Old Greek	Words: tame, subdue	source2
M	Damir	Slavic	 	source2
M	Damocles	Greek	A tyrant of Syracuse.	source1
M	Damodar	Hindi	Rope belt.	source1
M	Damond	Unknown	 	source2
M	Damone	Greek	Variant of Damon: Gentle; to tame.	source1
M	Damon	Greek	Gentle.  To tame. A variant of Damian. In Greek legend Damon was a loyal friend of Pythias. Famous bearer in modern times: American author Damon Runyon.	source1
M	Damon	Irish	Tame.	source1
M	Damon	Latin	Loyal friend.	source1
M	Damon	Old Greek	Words: tame, subdue	source2
M	Damyan	Greek	Variant of Damian: Tame.	source1
M	Damyen	Greek	Variant of Damian: Tame.	source1
M	Damyon	Greek	Variant of Damian: Tame.	source1
M	Dana	English	From Denmark.  Also a form of Daniel, meaning God has judged, God is judge, or God will judge.	source1
M	Dana	Hebrew	Variant of Daniel: God has judged, or God is judge. The Old Testament prophet Daniel miraculously survived the den of lions.	source1
M	Danakas	Hebrew	Variant of Daniel: God is my judge.	source1
M	Dana	Muslim	Wise. Intelligent..	source1
M	Danang	Unknown	 	source2
M	Dana	Norse	From Denmark.	source1
M	Dana	Old English	the Dane	source2
M	Dana	Scandinavian	From Denmark.	source1
M	Danaus	Greek	King and father of the Danaides in ancient Greek mythology.	source1
M	Danaus	Latin	King of Argos.	source1
M	Dan	Biblical	Judgment; he that judges	source1
M	Danb	Norse	From Denmark.	source1
M	Danby	Scandinavian	Variant of Denby: Village in Denmark.	source1
M	Dandre	Unknown	 	source2
M	Dane	Danish	From Denmark.	source1
M	Daned	Welsh	Legendary son of Oth.	source1
M	Dane	English	Brook.  Also from the surname Dane, meaning 'From Denmark.'.	source1
M	Dane	Hebrew	God will judge.	source1
M	Danek	Hebrew	Variant of Daniel: God is my judge.	source1
M	Danel	Basque	Basque form of Daniel.	source1
M	Danel	Hebrew	God will judge.	source1
M	Danell	Hebrew	Variant of Daniel 'God is my judge.'.	source1
M	Dane	Norse	From Denmark.	source1
M	Dane	Old English	the Dane	source2
M	Dane	Scandinavian	From Denmark.	source1
M	Danesh	Persian	knowledge	source2
M	Danforth	English	Place name in Britain.	source1
M	DAngelo	Italian	Variant of Deangelo: From the angel.	source1
M	Dangelo	Unknown	 	source2
M	Dang	Vietnamese	Valuable.	source1
M	Dan	Hebrew	Diminutive of Daniel: God is my judge.	source1
M	Dan	Hebrew	God is my judge	source2
M	Dan	Hebrew	Words: judge	source2
M	Danhy	Norse	From Denmark.	source1
M	Danial	Hebrew	God is my judge	source2
M	Daniel	Biblical	Judgment of God; God my judge	source1
M	Daniele	Hebrew	God is my judge	source2
M	Daniele	Hebrew	God will judge.	source1
M	Daniele	Italian	Italian form of Daniel 'God is my judge'.	source1
M	Daniel	Hebrew	God is my judge	source2
M	Daniël	Hebrew	God is my judge	source2
M	Daníel	Hebrew	God is my judge	source2
M	Dániel	Hebrew	God is my judge	source2
M	Daniel	Hebrew	God is my Judge. The biblical prophet and writer of Book of Daniel was a teenager when taken to Babylon after the destruction of Jerusalem in 607 BC. He survived two death sentences: (a lions' den and a fiery furnace.); Frontiersman Daniel Boone.	source1
